OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1
1,LWPolyline,Village Excision,4,Continuous,0.0,25,,1499.87815406,139983.365662,AGONRIN Village,Excision,"Gaz No.11, Vol.30",Badagry,Badagry West,0.0,1997/03/01,,0.0,
2,LWPolyline,ethanol project,1,Continuous,0.0,70,,1570.79325653,153604.037085,PROPOSED LAWMA SITE,Allocation,,Badagry,Badagry West,0.0,1997/03/01,,0.0,
3,LWPolyline,GATE,4,Continuous,0.0,25,,3428.4225033,525908.294582,APA Village,Excision,"Gaz No.38,Vol.27",Badagry,Badagry West,0.0,1994/10/27,,0.0,
4,LWPolyline,GATE,4,Continuous,0.0,25,,1478.25252874,56101.6280637,APA Village,Excision,"Gaz No.38,Vol.27",Badagry,Badagry West,0.0,1994/10/27,,0.0,
5,LWPolyline,GARMIN,2,Continuous,0.0,25,,5632.69023858,1869676.00548,The Bells University of  Technology,Allocation,"PLAN NO  LS/D BG 489A
PLAN NO. LS/D BG 489A",Badagry,Badagry West,0.0,1994/10/27,,0.0,
6,LWPolyline,GARMIN,2,Continuous,0.0,25,,3747.79246881,529243.400448,The Bells University of  Technology,Allocation,"
PLAN NO  LS/D BG 489A",Badagry,Badagry West,0.0,1994/10/27,,0.0,
7,LWPolyline,GARMIN,2,Continuous,0.0,25,,1478.54662103,131638.631699,The Bells University of  Technology,Allocation,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
9,LWPolyline,GATE,3,Continuous,0.0,25,,5862.50039584,2032554.07758,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
10,LWPolyline,ethanol project,1,Continuous,0.0,53,,2260.25194987,309228.127813,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
11,LWPolyline,ethanol project,1,Continuous,0.0,53,,2260.25193277,309228.124173,LASG Acquisition (Parcel A),Acquisition,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
12,LWPolyline,GATE,1,Continuous,0.0,25,,10150.2974616,5021648.50869,Government Land Allocation Badagry Shitto,Allocation,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
13,LWPolyline,Layer3,1,Continuous,0.0,25,,9811.42864626,5338883.48462,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
14,LWPolyline,Layer1,1,Continuous,0.0,25,,9574.18022206,4009344.70661,Ganyigbo Mixed Development Scheme (Parcel B),Scheme,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
16,LWPolyline,GARMIN,1,Continuous,0.0,25,,2137.94073165,266272.083664,Gberefu Scheme (Parcel C),Scheme,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
17,LWPolyline,Layer1,1,Continuous,0.0,25,,5930.12866768,889591.057998,Gberefu Scheme (Parcel D),Scheme,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
18,LWPolyline,Layer1,1,Continuous,0.0,25,,5803.55142792,572613.598122,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
19,LWPolyline,Layer1,1,Continuous,0.0,25,,6071.17351086,885182.138171,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
20,LWPolyline,Layer1,1,Continuous,0.0,25,,1050.73382468,65047.6196005,Gberefu Village (Parcel G),,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
21,LWPolyline,Layer1,1,Continuous,0.0,25,,3849.34761194,805841.746657,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
22,LWPolyline,Layer1,1,Continuous,0.0,25,,1511.96498668,109020.711329,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
23,LWPolyline,IYA AFIN IMAGE,4,Continuous,0.0,25,,3756.47842654,525695.710043,,,,Badagry,Badagry,0.0,1994/10/27,,0.0,
24,LWPolyline,GATE,3,Continuous,0.0,25,,9942.88618862,5149246.43353,Energy City (Parcel A - Zone 2),Allocation,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
25,LWPolyline,0,1,Continuous,0.0,25,,9696.12662072,5007817.46865,,,,Badagry,Badagry West,0.0,1994/10/27,,0.0,
28,LWPolyline,0,1,Continuous,0.0,25,,3136.90674128,470828.46722,FARASIME,Excision,"Gaz No. 9, Vol. 29",Badagry,Badagry West,0.0,1996/03/28,,0.0,
29,LWPolyline,GARMIN,1,Continuous,0.0,25,,2676.89799705,255227.651162,Igbogbele Village Excision,Excision,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
30,LWPolyline,Layer1,1,Continuous,0.0,25,,9340.97196717,4929457.94174,,,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
31,LWPolyline,0,1,Continuous,0.0,25,,3808.28026287,771518.623045,Ganyigbo Mixed Development Scheme (Parcel A),Scheme,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
32,LWPolyline,Layer1,3,Continuous,0.0,25,,5930.12866768,889591.057998,,,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
35,LWPolyline,IYA AFIN IMAGE,3,Continuous,0.0,25,,5559.44717681,1417401.3687,,,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
37,LWPolyline,0,3,Continuous,0.0,25,,5862.50039584,2032554.07758,,,,Badagry,Badagry West,0.0,1996/03/28,,0.0,
38,LWPolyline,0,1,Continuous,0.0,30,,1840.9849642,167376.019859,Agric Land Allocation,Allocation,,Badagry,Badagry,0.0,1996/03/28,,0.0,
39,LWPolyline,0,7,Continuous,0.0,25,,2014.30166453,253196.152416,ISALU Village Excision,,"GAZ NO.38,VOL.27,",Badagry,Badagry,0.0,1994/10/27,,0.0,
40,LWPolyline,0,7,Continuous,0.0,25,,1512.43706109,117472.40762,LAGOS STATE Housing PROJECT SITE A,Acquisition,PLAN NO; LS/D/BG 431^A,Badagry,Badagry,0.0,1994/10/27,,0.0,
41,LWPolyline,0,2,Continuous,0.0,25,,557.084297352,18896.4198228,LAGOS STATE Housing PROJECT SITE B,Acquisition,PLAN NO; LS/D/BG 431^A,Badagry,Badagry,0.0,1994/10/27,,0.0,
43,LWPolyline,Village Excision,4,Continuous,0.0,25,,1617.67228944,159967.786799,Panko Village,Excision,"Gaz No. 35, Vol. 28",Badagry,Badagry,0.0,1995/09/14,,0.0,
44,LWPolyline,Village Excision,4,Continuous,0.0,25,,2959.47888395,464751.133789,IYA AFIN Village,Excision,"Gaz No. 35, Vol. 28",Badagry,Badagry,0.0,1995/09/14,,0.0,
50,LWPolyline,Village Excision,4,Continuous,0.0,25,,3382.27695947,571765.941219,MowoVillage (Parcel A),,"NO  38, VOL 27",Badagry,Olorunda,0.0,1995/09/14,,0.0,
51,LWPolyline,Village Excision,4,Continuous,0.0,25,,909.934906996,-49089.9260689,MowoVillage (Parcel B),Allocation,"NO  38, VOL 27",Badagry,Badagry,0.0,1995/09/14,,0.0,
54,LWPolyline,OTHER_DETAILS,7,Continuous,0.0,25,,2866.46821019,309688.9401,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
60,LWPolyline,Village Excision,4,Continuous,0.0,25,,5156.51992113,674788.981301,,,"Gaz No. 11, Vol. 30",Badagry,Badagry,0.0,1997/05/01,,0.0,
62,LWPolyline,Village Excision,4,Continuous,0.0,25,,3812.38219991,508485.951934,,,"Gaz No. 35, Vol. 28",Badagry,Badagry,0.0,1995/09/14,,0.0,
67,LWPolyline,OTHER_DETAILS,7,Continuous,0.0,25,,2866.46821019,309688.9401,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
69,LWPolyline,Village Excision,4,Continuous,0.0,25,,10434.4227809,4020432.24945,AJARA toWN  Excision,,"GAZ NO.9,VOL.29,",Badagry,Badagry,0.0,1996/03/28,,0.0,
72,LWPolyline,Village Excision,4,Continuous,0.0,25,,1619.08441932,117357.681095,,,"Gaz No. 11, Vol. 30",Badagry,Badagry,0.0,1997/05/01,,0.0,
73,LWPolyline,Village Excision,4,Continuous,0.0,25,,1851.60039229,164677.110958,IRAGON Village(Parcel B),Excision,"Gaz No. 11, Vol. 30",Badagry,Badagry,0.0,1997/05/01,,0.0,
75,LWPolyline,Village Excision,4,Continuous,0.0,25,,2660.28856432,334840.846924,ILADO Village  Excision Parcel (B),Excision,"GAZ NO.38,VOL.27",Badagry,Badagry,0.0,1994/10/27,,0.0,
76,LWPolyline,Village Excision,4,Continuous,0.0,25,,2022.10105467,89209.0343926,ILADO Village  Excision Parcel (A),Excision,"GAZ NO.38,VOL.27",Badagry,Olorunda,0.0,1994/10/27,,0.0,
80,LWPolyline,Village Excision,4,Continuous,0.0,25,,2686.42210299,265099.331019,Imeke (Parcel A),Allocation,"Gaz No. 35, Vol. 28",Badagry,Olorunda,0.0,1995/09/14,,0.0,
81,LWPolyline,Village Excision,4,Continuous,0.0,25,,2045.27673421,166457.687003,Imeke (Parcel B),Allocation,"Gaz No. 35, Vol. 28",Badagry,Badagry,0.0,1995/09/14,,0.0,
82,LWPolyline,OTHER_DETAILS,7,Continuous,0.0,25,,2866.46821019,309688.9401,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
83,LWPolyline,ACQUISITION,4,Continuous,0.0,25,,16625.5979861,16049850.3372,Povita-Akarakumo Mixed Development  Scheme,Scheme,,Badagry,Badagry,0.0,1995/09/14,,0.0,
84,LWPolyline,Layer1,1,Continuous,0.0,25,,7953.44959785,3166844.73097,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
85,LWPolyline,bad,2,Continuous,0.0,25,,1354.64402709,101422.785377,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
86,LWPolyline,bad,2,Continuous,0.0,25,,461.672174336,9688.23474997,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
469,LWPolyline,BRIDGE,1,Continuous,2.446,25,,484.78546515,1949.20018355,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
470,LWPolyline,BRIDGE,1,Continuous,2.263,25,,484.199641642,1960.17359007,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
481,Spline,0,7,Continuous,0.0,25,,512.465879995,9865.62798696,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
482,Spline,0,7,Continuous,0.0,25,,444.267904447,6525.22692391,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
854,LWPolyline,BRIDGE,1,Continuous,2.446,25,,484.78546515,1949.20018355,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
855,LWPolyline,BRIDGE,1,Continuous,2.263,25,,484.199641642,1960.17359007,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
871,LWPolyline,lagos-ogun boundary,1,Continuous,0.0,25,,257.538889256,3294.0,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
872,LWPolyline,UNILAG ACQUSITION,4,Continuous,0.0,25,,3139.22567013,563060.296133,AKARAKUMO Village Excision,Excision,GAZ NO 35 VOL 28,Badagry,Badagry,0.0,1995/09/14,,0.0,
935,LWPolyline,SHOLDER,1,Continuous,0.0,25,,4552.2491705,1048793.27331,THE NEW NTDA (Oba Okran Garden),Acquisition,,Badagry,Badagry,0.0,1995/09/14,,0.0,
957,LWPolyline,0,1,Continuous,0.0,25,,378.149536222,5850.02724793,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
983,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.6232000012,179.628625559,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
984,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.6231999975,179.628625533,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
985,LWPolyline,IYA AFIN IMAGE,1,Continuous,0.0,25,,1781.10918489,180646.290805,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
986,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.623399999,179.629936653,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
987,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.6232000031,179.628625571,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
988,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.623399999,179.629936653,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
989,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.6231999993,179.628625545,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
990,LWPolyline,IYA AFIN IMAGE,-2,Continuous,0.0,25,,53.6232000012,179.628625559,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
993,LWPolyline,0,1,Continuous,0.0,25,,426.167171056,9492.07280405,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
994,LWPolyline,0,1,Continuous,0.0,25,,426.167171056,9492.07280405,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1006,LWPolyline,IYA AFIN IMAGE,1,Continuous,0.0,25,,3080.61006505,427255.331727,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1007,LWPolyline,IYA AFIN IMAGE,4,Continuous,0.0,25,,3756.47842654,525695.710043,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1010,LWPolyline,IYA AFIN IMAGE,5,Continuous,0.0,25,,328.402000003,0.0,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1021,LWPolyline,OTHER_DETAILS,7,Continuous,0.0,25,,2866.46821019,309688.9401,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1220,LWPolyline,OTHER_DETAILS,7,Continuous,0.0,25,,2866.46821019,309688.9401,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1222,LWPolyline,ethanol project,1,Continuous,0.0,60,,5113.81965594,1531566.51939,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1223,LWPolyline,ethanol project,1,Continuous,0.0,60,,2204.19657239,303091.464252,Government Land beside ASCON,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1224,LWPolyline,ethanol project,232,Continuous,0.0,30,,1573.9839833,152088.672047,Tourism Site Area,Allocation,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1225,LWPolyline,ethanol project,232,Continuous,0.0,30,,1698.34898953,35285.8897789,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1226,LWPolyline,PLOTS,1,Continuous,0.0,25,,95.5660687749,459.178517952,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1227,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.852056381,692.790333273,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1228,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.09547027,737.036598321,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1229,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.134697719,719.970135638,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1230,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.777705971,694.080890334,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1231,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.470374292,722.892479688,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1232,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.374962439,718.706856111,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1233,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.475565244,715.879385482,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1234,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.35770478,711.570287232,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1235,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.149433532,766.427586275,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1236,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.94579335,767.38429999,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1237,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.166417298,768.005629002,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1238,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.064630141,773.825377453,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1239,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.66806643,716.001773303,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1240,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.592500366,714.928238609,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1241,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.439793611,727.162769847,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1242,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.598182636,732.113144953,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1243,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.646551113,701.713303841,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1244,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.486677909,741.707713043,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1245,LWPolyline,PLOTS,1,Continuous,0.0,25,,131.346486306,892.561735313,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1246,LWPolyline,PLOTS,1,Continuous,0.0,25,,138.241957951,1032.95978279,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1247,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.750950666,693.827240302,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1248,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.340113537,722.401470712,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1249,LWPolyline,PLOTS,1,Continuous,0.0,25,,109.992251904,730.657291081,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1250,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.840238707,766.29228919,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1251,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.310748673,790.65966223,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1252,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.840549616,735.565312706,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1253,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.240420337,709.961759985,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1254,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.814750902,706.664630975,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1255,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.075283306,788.540930795,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1256,LWPolyline,PLOTS,1,Continuous,0.0,25,,142.880910922,1209.44936497,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1257,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.751951327,784.11474462,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1258,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.881519445,760.607632557,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1259,LWPolyline,PLOTS,3,Continuous,0.0,25,,116.65911166,775.273459131,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1260,LWPolyline,PLOTS,3,Continuous,0.0,25,,116.196325182,763.510828162,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1261,LWPolyline,PLOTS,3,Continuous,0.0,25,,115.878877876,758.724501506,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1262,LWPolyline,PLOTS,3,Continuous,0.0,25,,116.764196191,771.778460485,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1263,LWPolyline,PLOTS,3,Continuous,0.0,25,,117.150704918,773.528765362,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1264,LWPolyline,PLOTS,3,Continuous,0.0,25,,119.290813424,810.463248831,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1265,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.836816133,840.430002788,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1266,LWPolyline,PLOTS,1,Continuous,0.0,25,,124.421197939,974.113919377,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1267,LWPolyline,PLOTS,1,Continuous,0.0,25,,120.770776062,912.413566766,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1268,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.615136044,802.409957764,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1269,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.845525791,783.586589623,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1270,LWPolyline,PLOTS,3,Continuous,0.0,25,,116.35279245,777.486305306,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1271,LWPolyline,PLOTS,3,Continuous,0.0,25,,114.185955427,739.753962664,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1272,LWPolyline,PLOTS,3,Continuous,0.0,25,,115.48871997,758.751869502,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1273,LWPolyline,PLOTS,3,Continuous,0.0,25,,115.603032758,761.271818622,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1274,LWPolyline,PLOTS,3,Continuous,0.0,25,,113.811332654,728.742117183,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1275,LWPolyline,PLOTS,3,Continuous,0.0,25,,116.902508325,786.974258327,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1276,LWPolyline,PLOTS,1,Continuous,0.0,25,,122.878041363,897.721483137,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1277,LWPolyline,PLOTS,1,Continuous,0.0,25,,126.941065859,848.372099712,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1278,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.11608479,718.447869503,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1279,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.582461508,739.934870096,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1280,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.89530961,798.843325163,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1281,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.314646223,707.316016921,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1282,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.973264888,778.607954901,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1283,LWPolyline,PLOTS,1,Continuous,0.0,25,,119.327412433,869.30133468,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1284,LWPolyline,PLOTS,1,Continuous,0.0,25,,1262.39290729,88343.9981875,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1285,LWPolyline,PLOTS,1,Continuous,0.0,25,,118.25019145,870.465646606,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1286,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.089600206,725.431861702,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1287,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.377034824,729.605112082,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1288,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.304062205,748.14101332,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1289,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.97812701,706.732844626,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1290,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.285726519,715.016679429,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1291,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.019559021,716.148804977,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1292,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.241059555,724.772533411,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1293,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.624216294,716.157399589,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1294,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.996342982,772.959526008,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1295,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.577149104,817.722798981,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1296,LWPolyline,PLOTS,1,Continuous,0.0,25,,114.154453983,801.072371761,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1297,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.877881735,798.554206556,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1298,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.893487891,807.251419803,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1299,LWPolyline,PLOTS,1,Continuous,0.0,25,,115.254417534,772.875483503,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1300,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.408980876,736.442286206,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1301,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.076290234,734.338636156,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1302,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.05676146,717.770737003,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1303,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.938257867,700.589494882,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1304,LWPolyline,PLOTS,1,Continuous,0.0,25,,110.148686022,688.726589094,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1305,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.876228048,719.284435154,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1306,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.182651585,721.742655205,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1307,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.660743058,712.929103739,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1308,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.638304298,856.853937593,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1309,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.278033088,870.81951204,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1310,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.018004618,703.900130863,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1311,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.231067267,743.04765689,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1312,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.989398853,717.026088326,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1313,LWPolyline,PLOTS,1,Continuous,0.0,25,,111.845637847,711.030345852,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1314,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.601961806,720.202698008,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1315,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.928356707,724.08139953,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1316,LWPolyline,PLOTS,1,Continuous,0.0,25,,113.560067947,737.160255499,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1317,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.933833764,725.571610909,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1318,LWPolyline,PLOTS,1,Continuous,0.0,25,,116.108066109,782.156054163,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1319,LWPolyline,PLOTS,1,Continuous,0.0,25,,117.427779123,812.467877271,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
1320,LWPolyline,PLOTS,1,Continuous,0.0,25,,112.307715114,779.694486886,,,,Badagry,Badagry,0.0,1995/09/14,,0.0,
