OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1
1009,LWPolyline,REVOCATION,3,Continuous,0.0,25,,253.838303304,4007.79124077,,,,,,0.0,2007/06/21,,0.0,
1010,LWPolyline,REVOCATION,2,Continuous,0.0,25,,9851.73038659,5738023.92113,,,,,,0.0,2007/06/21,,0.0,
1011,LWPolyline,REVOCATION,3,Continuous,0.0,25,,2218.96727962,-180132.07364,OwutuVillage Excision,Excision,No5 Vol 28,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1012,LWPolyline,REVOCATION,3,Continuous,0.0,25,,1156.52233935,82554.6008358,,,,,,0.0,2007/06/21,,0.0,
1013,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1014,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1015,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1016,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1017,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1018,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1019,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1020,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1021,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1022,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1023,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1024,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1025,LWPolyline,Village Excision,4,Continuous,0.0,25,,1357.00002709,101178.365984,,,,,,0.0,2007/06/21,,0.0,
1026,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1027,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1028,LWPolyline,REVOCATION,3,Continuous,0.0,25,,253.838303304,4007.79124077,,,,,,0.0,2007/06/21,,0.0,
1029,LWPolyline,REVOCATION,3,Continuous,0.0,25,,1156.52233935,82554.6008358,,,,,,0.0,2007/06/21,,0.0,
1030,LWPolyline,REVOCATION,3,Continuous,0.0,25,,253.838303304,4007.79124077,,,,,,0.0,2007/06/21,,0.0,
1031,LWPolyline,REVOCATION,3,Continuous,0.0,25,,1156.52233935,82554.6008358,,,,,,0.0,2007/06/21,,0.0,
1032,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1033,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1034,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1035,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1036,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1037,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1038,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1039,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1040,LWPolyline,Village Excision,4,Continuous,0.0,25,,1316.7120594,91664.6116199,,,,,,0.0,2007/06/21,,0.0,
1041,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1042,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1043,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1044,LWPolyline,lagos-ogun boundary,4,Continuous,0.0,25,,836.280258981,43560.0615524,,,,,,0.0,2007/06/21,,0.0,
1045,LWPolyline,UNILAG ACQUSITION,6,Continuous,0.0,25,,1691.94259965,-136110.347546,Odogunyan Excision,Excision,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1046,LWPolyline,GARMIN,3,Continuous,0.0,25,,2262.78120716,235551.780785,Itoworo Village,Excision,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1047,LWPolyline,GARMIN,1,Continuous,0.0,25,,575.035159847,12065.6676202,,,,,,0.0,2007/06/21,,0.0,
1048,LWPolyline,GARMIN,1,Continuous,0.0,25,,920.05985569,50992.7805757,,,,,,0.0,2007/06/21,,0.0,
1049,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,1224.4491585,43105.082356,,,,,,0.0,2007/06/21,,0.0,
1050,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,992.761899681,33829.7408559,,,,,,0.0,2007/06/21,,0.0,
1051,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,694.513477388,21601.5686636,,,,,,0.0,2007/06/21,,0.0,
1052,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,588.784551806,16770.9105253,,,,,,0.0,2007/06/21,,0.0,
1053,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,547.568088923,16215.7023747,,,,,,0.0,2007/06/21,,0.0,
1054,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,540.308305851,15858.5964524,,,,,,0.0,2007/06/21,,0.0,
1055,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,539.489740086,15449.7839115,,,,,,0.0,2007/06/21,,0.0,
1056,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,532.26160458,15359.344304,,,,,,0.0,2007/06/21,,0.0,
1057,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,483.537776279,14262.4265147,,,,,,0.0,2007/06/21,,0.0,
1058,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,515.110598098,13806.1100336,,,,,,0.0,2007/06/21,,0.0,
1059,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,480.81373006,13135.0301078,,,,,,0.0,2007/06/21,,0.0,
1060,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,464.82406477,12603.2166324,,,,,,0.0,2007/06/21,,0.0,
1061,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,464.51642609,12425.2891607,,,,,,0.0,2007/06/21,,0.0,
1062,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,513.308784595,12272.2362157,,,,,,0.0,2007/06/21,,0.0,
1063,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,412.323801054,9994.31780171,,,,,,0.0,2007/06/21,,0.0,
1064,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,397.097803233,9848.46972082,,,,,,0.0,2007/06/21,,0.0,
1065,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,392.463220114,9756.89742298,,,,,,0.0,2007/06/21,,0.0,
1066,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,392.650517151,9686.7776387,,,,,,0.0,2007/06/21,,0.0,
1067,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,376.366407608,8779.91308237,,,,,,0.0,2007/06/21,,0.0,
1068,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,374.421186783,8615.21600833,,,,,,0.0,2007/06/21,,0.0,
1069,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,355.82867808,8197.16278971,,,,,,0.0,2007/06/21,,0.0,
1070,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,343.121652708,7880.3081104,,,,,,0.0,2007/06/21,,0.0,
1071,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,345.441691402,7576.82197835,,,,,,0.0,2007/06/21,,0.0,
1072,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,346.166639163,7236.41033998,,,,,,0.0,2007/06/21,,0.0,
1073,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,324.69131762,6870.47835474,,,,,,0.0,2007/06/21,,0.0,
1074,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,329.292949546,6162.40013251,,,,,,0.0,2007/06/21,,0.0,
1075,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,322.966027486,5828.6067534,,,,,,0.0,2007/06/21,,0.0,
1076,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,269.564622646,4451.34247066,,,,,,0.0,2007/06/21,,0.0,
1077,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,240.549084701,3730.1048717,,,,,,0.0,2007/06/21,,0.0,
1078,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,52.1860774289,107.185844583,,,,,,0.0,2007/06/21,,0.0,
1079,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,59.0374348743,94.0020552392,,,,,,0.0,2007/06/21,,0.0,
1080,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,47.3024805598,80.131567867,,,,,,0.0,2007/06/21,,0.0,
1081,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,26.3492415739,28.6248961546,,,,,,0.0,2007/06/21,,0.0,
1082,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,22.179886687,18.8920701542,,,,,,0.0,2007/06/21,,0.0,
1083,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,207.255624067,2580.35090222,,,,,,0.0,2007/06/21,,0.0,
1084,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,138.08923422,202.756142645,,,,,,0.0,2007/06/21,,0.0,
1085,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,551.009736942,623.779827037,,,,,,0.0,2007/06/21,,0.0,
1086,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,400.188589919,9937.2323111,,,,,,0.0,2007/06/21,,0.0,
1087,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,78.3076816786,106.113285079,,,,,,0.0,2007/06/21,,0.0,
1088,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,42.4465068515,101.348698263,,,,,,0.0,2007/06/21,,0.0,
1089,LWPolyline,Transportation_Raod_Poly_Minna,7,Continuous,0.0,25,,422.235336586,11047.2366552,,,,,,0.0,2007/06/21,,0.0,
1090,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1091,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1092,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1093,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1094,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1095,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1096,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1097,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1098,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1099,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1100,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1101,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1102,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1103,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1104,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1105,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1106,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1107,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1108,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1109,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1110,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1111,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1112,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1113,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1114,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1115,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1116,LWPolyline,Village Excision,4,Continuous,0.0,25,,3064.01390425,353762.280072,,,,,,0.0,2007/06/21,,0.0,
1117,LWPolyline,Village Excision,4,Continuous,0.0,25,,1357.00002709,101178.365984,,,,,,0.0,2007/06/21,,0.0,
1118,LWPolyline,Village Excision,4,Continuous,0.0,25,,1357.00002709,101178.365984,,,,,,0.0,2007/06/21,,0.0,
1119,LWPolyline,Village Excision,4,Continuous,0.0,25,,1357.00002709,101178.365984,,,,,,0.0,2007/06/21,,0.0,
1120,LWPolyline,Village Excision,4,Continuous,0.0,25,,1357.00002709,101178.365984,,,,,,0.0,2007/06/21,,0.0,
1121,LWPolyline,bb,-2,Continuous,0.0,25,,2165.79277531,300022.478172,Majidun,,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1122,LWPolyline,REVOCATION,3,Continuous,0.0,25,,1680.48391041,161423.417273,C of O (Funsho akinyosoye),,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1123,LWPolyline,Parcel,254,Continuous,0.0,25,,5625.48298865,1351520.20184,Proposed Housing project butterfly island,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1124,LWPolyline,0,1,Continuous,0.0,25,,5625.48415368,1351520.56127,,,,,,0.0,2007/06/21,,0.0,
1125,LWPolyline,Boundary,1,Continuous,0.0,25,,3111.27882383,337133.820698,Proposed Waterfront Scheme B,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1127,LWPolyline,Boundary,1,Continuous,0.0,25,,5610.59971284,1395273.21844,Proposed Waterfront Scheme C,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1129,LWPolyline,RIGHT of WAY,1,Continuous,0.0,25,,3942.4585066,773359.72507,Proposed Waterfront Scheme D,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1130,LWPolyline,Boundary,1,Continuous,0.0,25,,2945.95329357,492801.960084,Proposed Waterfront Scheme E,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1131,LWPolyline,Boundary,1,Continuous,0.0,25,,1935.07260774,182394.025142,Proposed Waterfront Scheme F1,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1132,LWPolyline,Boundary,1,Continuous,0.0,25,,1179.51926871,70775.5832131,Proposed Waterfront Scheme F2,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1133,LWPolyline,Boundary,1,Continuous,9.26989746,25,,1627.75336047,103641.146182,Proposed Waterfront Scheme H,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1134,LWPolyline,Boundary,1,Continuous,8.30859375,25,,1504.0230224,122801.255454,Proposed Waterfront Scheme I,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1135,LWPolyline,PILLAR,1,Continuous,0.0,25,,2037.6641362,247094.471822,Proposed Waterfront Scheme J,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1136,LWPolyline,Boundary,1,Continuous,0.0,25,,1048.44722529,64481.3016833,Proposed Waterfront Scheme K,Scheme,,Lagoon,Lagoon,0.0,2007/06/21,,0.0,
1137,LWPolyline,REVOCATION,80,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1138,LWPolyline,REVOCATION,2,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1139,LWPolyline,REVOCATION,80,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1140,LWPolyline,REVOCATION,2,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1141,LWPolyline,REVOCATION,80,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1142,LWPolyline,REVOCATION,2,Continuous,0.0,25,,2736.40413206,404748.787673,,,,,,0.0,2007/06/21,,0.0,
1143,LWPolyline,REVOCATION,80,Continuous,0.0,25,,1667.48094349,82583.9769186,Mologede Village,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1144,LWPolyline,0,2,Continuous,0.0,25,,970.888598942,43216.096097,Lbic Housing estate,,Allocation,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1145,LWPolyline,REVOCATION,80,Continuous,0.0,25,,1584.844966,152370.095503,ItoLowo C,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1146,LWPolyline,REVOCATION,80,Continuous,0.0,25,,920.059855689,50992.7805756,,,,,,0.0,2007/06/21,,0.0,
1147,LWPolyline,0,2,Continuous,0.0,25,,1564.09051746,120717.857569,Agric land allocation,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1148,LWPolyline,0,2,Continuous,0.0,25,,1059.51152555,55752.326472,Teachers Village,Excision,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1149,LWPolyline,0,2,Continuous,0.0,25,,1700.00002683,178764.600741,Itolowo B,Excision,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1150,LWPolyline,0,2,Continuous,0.0,25,,2331.56199543,127482.377693,Itolowo A,Excision,Plan No  LS/D/KD339,Kosofe,Ikosi-Isheri,0.0,0000/00/00,,0.0,
1151,LWPolyline,0,2,Continuous,0.0,25,,2024.13953879,250863.203153,,,,,,0.0,2007/06/21,,0.0,
1152,LWPolyline,REVOCATION,4,Continuous,0.0,25,,9851.73038659,5738023.92113,,,,,,0.0,2007/06/21,,0.0,
1153,LWPolyline,ParcelS,3,Continuous,0.0,25,,1267.89410825,87705.058752,Ikorodu high school,,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1154,LWPolyline,ParcelS,3,Continuous,0.0,25,,1267.89410825,87705.058752,,,,,,0.0,2007/06/21,,0.0,
1155,LWPolyline,0,1,Continuous,0.0,25,,1729.86418537,101700.849266,govt  cathering rest Housing,,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1156,LWPolyline,0,3,Continuous,0.0,40,,1008.25699719,61205.9010395,Owutumechanic Village,Excision,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1157,LWPolyline,PILLAR,1,Continuous,0.0,25,,3659.10399392,262920.373313,Proposed Waterfront Scheme A1&A2,Scheme,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1158,LWPolyline,0,6,Continuous,0.0,25,,7554.09120023,2820137.91276,NIgeria army land,,,ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1159,LWPolyline,0,3,Continuous,0.0,25,,522.029902159,11310.9922874,Proposed ikorodu market,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1160,LWPolyline,0,3,Continuous,0.0,25,,3326.50684578,682611.11801,Waec site B,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1161,LWPolyline,0,3,Continuous,0.0,25,,2496.32236209,325324.722465,Waec site A,,,Ikorodu,Ikorodu west,0.0,2007/06/21,,0.0,
1162,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,Odogunyan Village Excision,Excision,"No 42,Vol  28",Ikorodu,Ikorodu,0.0,1995/11/02,,0.0,
1163,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1164,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1165,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1166,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1167,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1168,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1169,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1170,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1171,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1172,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1173,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1174,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1175,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1176,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1177,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1178,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1179,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1180,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1181,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1182,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1183,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1184,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1185,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1186,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1187,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1188,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1189,LWPolyline,Village Excision,4,Continuous,0.0,25,,2609.23302495,229347.200979,,,,,,0.0,1995/11/02,,0.0,
1190,LWPolyline,GARMIN,4,Continuous,0.0,25,,2580.56568269,214010.249441,Oloti Village,Excision,"No 31, Vol 31",Ikorodu,Ikorodu,0.0,1998/07/16,,0.0,
1191,LWPolyline,0,2,Continuous,0.0,25,,970.888598942,43216.096097,,,,,,0.0,1998/07/16,,0.0,
1192,LWPolyline,0,2,Continuous,0.0,25,,1080.4237984,62241.1328956,LBIC Housing estate,,,Ikorodu,Ikorodu,0.0,1998/07/16,,0.0,
1193,LWPolyline,0,2,Continuous,0.0,25,,259.821737341,4194.35649396,Political party Secondaryretariat,,,Ikorodu,Ikorodu,0.0,1998/07/16,,0.0,
1194,LWPolyline,0,5,Continuous,0.0,25,,1736.33727328,169649.609146,Federal Low cost Housing,,,Ikorodu,Ikorodu,0.0,1998/07/16,,0.0,
1195,LWPolyline,GARMIN,2,Continuous,0.0,25,,1711.81264515,141175.240116,I,,,,,0.0,1998/07/16,,0.0,
1196,LWPolyline,GARMIN,2,Continuous,0.0,25,,1711.81264515,141175.240116,,,,,,0.0,1998/07/16,,0.0,
1197,LWPolyline,GARMIN,5,Continuous,0.0,25,,614.832327908,22706.9570605,,,,,,0.0,1998/07/16,,0.0,
1198,LWPolyline,detail survey Aja,6,Continuous,0.0,30,,13517.9341973,10392299.7879,5000 Hectares,,,Ikorodu,Ikorodu,0.0,1998/07/16,,0.0,
1199,LWPolyline,0,6,Continuous,0.0,30,,13517.9341973,10392299.7879,,,,,,0.0,1998/07/16,,0.0,
1200,LWPolyline,detail survey Aja,6,Continuous,0.0,30,,13517.9341973,10392299.7879,,,,,,0.0,1998/07/16,,0.0,
1201,LWPolyline,0,6,Continuous,0.0,30,,13517.9341973,10392299.7879,,,,,,0.0,1998/07/16,,0.0,
1202,LWPolyline,detail survey Aja,6,Continuous,0.0,30,,13517.9341973,10392299.7879,,,,,,0.0,1998/07/16,,0.0,
