OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1
0,LWPolyline,UNILAG ACQUSITION,6,Continuous,0.0,25,,0.0,2927728.47622,Anthony Village / Oke Alo,Excision,,Kosofe,Kosofe,0.0,0000/00/00,,7413.1627738,
