OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1,geometry
0,LWPolyline,0,7,Continuous,0.0,25,,0.0,5141080.08859,,,,,,0.0,1988/08/25,,13122.7690876,,"POLYGON ((545057.6547040723 723517.0555631618, 544889.9780137334 722824.1602336314, 544914.5764264694 722642.1687652823, 544922.5778053899 722459.9524968045, 544896.4135162606 722349.098339968, 544852.9790930253 722287.7348835552, 544787.1164578847 722248.1679383683, 544703.8343885873 722269.1396492986, 544642.231530911 722323.554927358, 544574.9473952417 722388.9434610608, 544502.7292818542 722410.0649720642, 544408.7566568229 722403.2671937996, 544354.2579776568 722341.7540373633, 544289.9667430202 722186.1833576618, 544214.7608525137 722019.4148222093, 544171.1020291282 721974.6233993155, 544104.2664936079 722006.8678660657, 541859.1450561667 723540.0265871094, 540651.3281293132 724333.0370385383, 540617.1442296348 725006.3635337339, 540612.5729298431 725343.815378614, 540622.7990858448 725403.7784383923, 540595.8251917074 725436.5262054544, 540581.2619446951 725532.3576198717, 540604.3370520873 725542.6041799613, 540621.2741859164 725516.3428863193, 540624.9486726694 725489.9021926873, 540638.9289197146 725437.110105419, 540662.8557270744 725384.4530181362, 540700.0456815154 725331.9756308431, 540743.642309513 725296.1415770653, 540827.5650787463 725221.1178828108, 540864.755033207 725168.6404955137, 540881.9612670495 725122.514781638, 540885.8222526397 725104.0628559287, 540948.9545012891 725094.9840957872, 541015.5365367112 725076.0180755346, 541078.8476853654 725053.6964685831, 541125.6254001663 725027.8395749318, 541202.378695914 724992.4547211656, 541249.0671107193 724973.2192009324, 541309.2420726202 724937.6096471753, 541372.7775212992 724898.7345067158, 541429.8161964455 724849.8372061412, 541493.2175451296 724820.8941258056, 541596.4060350886 724792.4900454967, 541673.2490308848 724750.4837183576, 541730.1087060472 724714.829264624, 541780.381507674 724675.7744241809, 541834.2390960985 724616.9001634995, 541927.8398258054 724561.8753895649, 542048.2793497429 724484.035008718, 542164.061592752 724397.6911617573, 542267.609282829 724342.8011878654, 542374.6968597232 724271.4025804483, 542468.5666895455 724196.5136863096, 542555.7599458315 724124.8455788745, 542605.7640474937 724105.6549587153, 542656.126549218 724059.9786448869, 542763.3935262177 723975.3371906653, 542833.6500486115 723929.9303768853, 542967.6214198901 723832.405175904, 543128.7713827457 723736.2876708349, 543254.5162829953 723707.1498949565, 543345.810421044 723670.6655466086, 543512.0755592041 723650.8180358118, 543650.1561075499 723669.2633697423, 543782.9290780124 723671.0620701987, 544015.4311513599 723663.1618154026, 544120.54283214 723664.5857158143, 544269.9120364024 723666.6091164224, 544458.0816862345 723663.6331394057, 544662.8479698695 723660.8819625133, 544834.1216857777 723679.7770968131, 544922.0381325071 723725.168019854, 545021.4682352701 723737.5650760101, 545076.939714676 723727.2664206487, 545072.3805371298 723655.3797088948, 545057.6547040723 723517.0555631618))"
